gene_ENS	gene_OTT	gene_name	logFC	unshrunk.logFC	logCPM	PValue	FDR	gl
ENSMUSG00000094493.2	OTTMUSG00000059681.2	Olfr700	0.730892477185216	0.738143315047467	-1.16624672286259	0.170741738993983	1	Not regulated
ENSMUSG00000109861.1	OTTMUSG00000060749.1	4930458B22Rik	0.157900050257464	0.15811082329781	1.4222659950046	0.999904428831967	1	Not regulated
ENSMUSG00000036744.13	OTTMUSG00000059682.3	Olfr701	0.0518268344575905	0.0518382084947712	4.0290128286582	0.988347667628368	1	Not regulated
ENSMUSG00000073901.4	OTTMUSG00000059719.3	Olfr703	-0.094498837388513	-0.0949340918325247	-0.394821174193093	0.874122160796757	1	Not regulated
ENSMUSG00000110209.1	OTTMUSG00000060760.1	Gm45868	-0.596805217802121	-0.599349352849592	-0.106241184701956	0.241491234445885	1	Not regulated
ENSMUSG00000016626.10	OTTMUSG00000028908.3	Nlrp14	-0.302072843820959	-0.302076546522028	8.26882731702126	0.804347978029574	1	Not regulated
ENSMUSG00000073894.1	OTTMUSG00000022833.1	Rbmxl2	0.18652317717719	0.18653366963	6.36239460112858	0.927774943940465	1	Not regulated
ENSMUSG00000057215.6	OTTMUSG00000023094.1	Platr28	-0.382893214495216	-0.384389328270286	0.265796913853795	0.531835453180588	1	Not regulated
ENSMUSG00000062542.11	OTTMUSG00000031453.2	Syt9	-0.370099981720146	-0.371403546151576	0.409906707240532	0.64574480687699	1	Not regulated
ENSMUSG00000036528.15	OTTMUSG00000059746.1	Ppfibp2	0.11736957535173	0.117380995581503	5.00745306752506	0.991034491670454	1	Not regulated
ENSMUSG00000048065.8	OTTMUSG00000059945.1	Cyb5r2	0.150357780006712	0.15037934527711	4.58607851620389	0.983467991455721	1	Not regulated
ENSMUSG00000031029.6	OTTMUSG00000026004.1	Eif3f	-0.0315680499670767	-0.0315688120714063	7.26490391594852	0.999998379914973	1	Not regulated
ENSMUSG00000031028.14	OTTMUSG00000030291.3	Tub	0.0347434082046024	0.0347457368529663	5.55254397928065	0.999860695816644	1	Not regulated
ENSMUSG00000097220.1	NA	Gm26599	-1.03330477802027	-1.04176533682386	-1.1279045226901	0.0156294338211988	0.489740604136789	Down-regulated
ENSMUSG00000048330.14	OTTMUSG00000030290.1	Ric3	0.0275280154525363	0.0275413805578565	3.45389747645187	0.999051395275419	1	Not regulated
ENSMUSG00000031027.15	OTTMUSG00000020064.4	Stk33	-0.113785611312673	-0.113786349793683	9.16348145921988	0.999999957424065	1	Not regulated
ENSMUSG00000085407.1	OTTMUSG00000020065.1	1700095J03Rik	-0.021143512020371	-0.0211454283353665	5.30848898077548	0.999478551707855	1	Not regulated
ENSMUSG00000031026.15	OTTMUSG00000017446.3	Trim66	0.0840573917584064	0.0840685346866475	4.52983761449846	0.913206559138089	1	Not regulated
ENSMUSG00000046364.14	OTTMUSG00000022787.3	Rpl27a	-0.000318887117791923	-0.000318861832272634	5.98453775000419	0.999979534046506	1	Not regulated
ENSMUSG00000031024.13	OTTMUSG00000060125.2	St5	0.343027615986779	0.343083091996731	4.52642374629875	0.907970334367554	1	Not regulated
ENSMUSG00000031023.5	OTTMUSG00000023381.2	Akip1	0.157829594516972	0.157864412619261	4.18071029242123	0.996183696105686	1	Not regulated
ENSMUSG00000031021.13	OTTMUSG00000027355.2	Tmem9b	-0.247064928091728	-0.247119244306498	4.34421310275328	0.990317417360524	1	Not regulated
ENSMUSG00000109147.1	OTTMUSG00000060140.1	4930431P19Rik	0.217132255414169	0.217244646073676	2.67461700595325	0.85627939302127	1	Not regulated
ENSMUSG00000034825.14	OTTMUSG00000027286.3	Nrip3	-0.0879201827290765	-0.0880945543868963	1.12328644269463	0.999681268335722	1	Not regulated
ENSMUSG00000007279.14	OTTMUSG00000021272.2	Scube2	0.120933760257216	0.120972207625091	3.26830865321822	0.90859461383191	1	Not regulated
ENSMUSG00000035901.14	OTTMUSG00000026153.1	Dennd5a	0.135163860694639	0.135174875231181	5.76104724648176	0.944594186793761	1	Not regulated
ENSMUSG00000047554.14	OTTMUSG00000028635.2	Tmem41b	-0.15513153104382	-0.155136853448447	6.61344659637626	0.99991412906662	1	Not regulated
ENSMUSG00000066232.4	OTTMUSG00000060142.1	Ipo7	-0.129961036986882	-0.12997680967563	5.18631602990116	0.999906790548769	1	Not regulated
ENSMUSG00000073867.2	OTTMUSG00000060168.1	AA474408	0.0363903560851658	0.0364813837480839	0.576958489702803	0.9896636933374	1	Not regulated
ENSMUSG00000061079.14	OTTMUSG00000060169.1	Zfp143	0.204097675212108	0.204146454368836	4.10440171969155	0.981086258160397	1	Not regulated
ENSMUSG00000031016.9	OTTMUSG00000060172.1	Wee1	-0.266707541084076	-0.266718433280983	6.21665634067695	0.993264670679846	1	Not regulated
ENSMUSG00000031015.8	OTTMUSG00000060174.1	Swap70	-0.161933372879999	-0.162025796462085	2.58443893556139	0.873171488288524	1	Not regulated
ENSMUSG00000038371.15	OTTMUSG00000036532.4	Sbf2	-0.169967962546374	-0.169970812618656	7.91174135267358	0.995001938411997	1	Not regulated
ENSMUSG00000090855.1	OTTMUSG00000036534.1	Gm17219	-0.24045464563073	-0.242285420163901	-0.974419009081974	0.667107587758468	1	Not regulated
ENSMUSG00000060777.4	OTTMUSG00000036535.1	Gm10087	-0.441537314260719	-0.444447629941187	-0.733344232108775	0.468114570047625	1	Not regulated
ENSMUSG00000030790.15	OTTMUSG00000046239.3	Adm	0.303597044244703	0.304759543894797	-1.21340512035492	0.583582861233257	1	Not regulated
ENSMUSG00000005686.17	OTTMUSG00000023504.5	Ampd3	0.350026139334126	0.351356629435568	-1.21736120402405	0.541329877101755	1	Not regulated
ENSMUSG00000030788.16	OTTMUSG00000042213.8	Rnf141	-0.0424342564824006	-0.0424386171121601	5.36824369468787	0.999072941778552	1	Not regulated
ENSMUSG00000005611.15	OTTMUSG00000033851.3	Mrvi1	0.116728942801927	0.116939123486532	0.246751837281428	0.836778426724258	1	Not regulated
ENSMUSG00000005609.16	OTTMUSG00000023898.2	Ctr9	-0.257778554893402	-0.25778391032603	7.29897096815611	0.997288390473974	1	Not regulated
ENSMUSG00000005610.17	OTTMUSG00000035134.3	Eif4g2	-0.0709130791958894	-0.0709133502487437	9.88066525328009	0.999999935280146	1	Not regulated
ENSMUSG00000110424.1	OTTMUSG00000060189.1	1700012D14Rik	-0.272975317500391	-0.273214329911724	2.35418487837369	0.700456794294923	1	Not regulated
ENSMUSG00000110326.1	OTTMUSG00000060190.1	Gm45378	-0.222195959687508	-0.22412367271538	-0.796453296515551	0.692670742387944	1	Not regulated
ENSMUSG00000038296.14	OTTMUSG00000024317.1	Galnt18	0.230458811846653	0.230626644599269	2.34194084926335	0.93645120784105	1	Not regulated
ENSMUSG00000059263.9	OTTMUSG00000060217.2	Usp47	-0.0644336201305328	-0.0644339034732675	9.58921020347798	0.999995917987884	1	Not regulated
ENSMUSG00000038244.14	OTTMUSG00000069058.1	Mical2	0.496104834434342	0.496126612824028	6.19457030761412	0.380617433715392	1	Not regulated
ENSMUSG00000030770.15	OTTMUSG00000024812.3	Parva	-0.189713634189791	-0.189800994972338	2.54058627532447	0.873762282491051	1	Not regulated
ENSMUSG00000055320.17	OTTMUSG00000036056.9	Tead1	-0.187451229437496	-0.188305388760278	-0.880434708015077	0.73926352291643	1	Not regulated
ENSMUSG00000110207.1	OTTMUSG00000060243.2	Gm33586	0.43702861145209	0.437313616798229	2.36628304805931	0.425766029297348	1	Not regulated
ENSMUSG00000110009.1	OTTMUSG00000060256.1	4930543E12Rik	0.646739842722514	0.646987347267728	3.36187768502498	0.167767293654735	1	Not regulated
ENSMUSG00000055116.8	OTTMUSG00000060257.1	Arntl	0.877943233997745	0.878538417069141	2.65093247763714	0.016033248771695	0.498010055215756	Up-regulated
ENSMUSG00000038187.14	OTTMUSG00000028648.2	Btbd10	-0.0826758519997339	-0.0826786052771473	6.9622812510804	0.999945893130619	1	Not regulated
ENSMUSG00000030759.16	OTTMUSG00000031364.5	Far1	-0.104183959080802	-0.104190770700492	5.9052785295038	0.99994267362499	1	Not regulated
ENSMUSG00000084984.8	OTTMUSG00000031365.2	Far1os	-0.435729362652561	-0.436089428435533	2.22185769741486	0.487377114003877	1	Not regulated
ENSMUSG00000038156.16	OTTMUSG00000024553.3	Spon1	0.275743006687535	0.275828550599971	3.16682720965154	0.870629988952561	1	Not regulated
ENSMUSG00000055723.6	OTTMUSG00000060367.1	Rras2	0.336309955684365	0.33805149193627	-0.846292542588959	0.540621799746799	1	Not regulated
ENSMUSG00000030754.9	OTTMUSG00000060372.2	Copb1	-0.231669844554279	-0.231682838141462	6.21318256298043	0.999040577488139	1	Not regulated
ENSMUSG00000030751.18	OTTMUSG00000025343.2	Psma1	-0.27512444239129	-0.275179479341137	4.52383077753819	0.981002522715033	1	Not regulated
ENSMUSG00000087475.3	OTTMUSG00000025594.2	4933406I18Rik	-0.306948316114972	-0.307134540939645	2.35640864662446	0.81905705285835	1	Not regulated
ENSMUSG00000030671.9	OTTMUSG00000025593.4	Pde3b	-0.0543687155397015	-0.0543701172625576	7.21593427445352	0.999999419730903	1	Not regulated
ENSMUSG00000030670.16	OTTMUSG00000027373.3	Cyp2r1	-0.0779270885534865	-0.0780742950424494	1.53137183432663	0.943790281945541	1	Not regulated
ENSMUSG00000030669.13	OTTMUSG00000058696.1	Calca	-0.142690694368261	-0.143229661733276	-0.0510806371744916	0.976062907964824	1	Not regulated
ENSMUSG00000051910.13	OTTMUSG00000058723.2	Sox6	0.168200435342206	0.168205623626118	6.90759341808013	0.978133094449532	1	Not regulated
ENSMUSG00000108489.1	OTTMUSG00000058730.1	Gm45025	-0.165325113069983	-0.165520816602058	1.27774830068677	0.783430182488031	1	Not regulated
ENSMUSG00000030663.12	OTTMUSG00000023018.4	1110004F10Rik	-0.111850844601675	-0.111860320161926	5.68364888921447	0.999888799496603	1	Not regulated
ENSMUSG00000087621.7	OTTMUSG00000023019.2	1700003G18Rik	-0.303368902565391	-0.303496827354351	3.13857267526603	0.946281522397788	1	Not regulated
ENSMUSG00000045659.18	OTTMUSG00000043408.13	Plekha7	0.363259235128088	0.364611801812254	-0.381576315958101	0.525527611428061	1	Not regulated
ENSMUSG00000108650.1	OTTMUSG00000058776.1	Gm44867	0.131812974793676	0.131981889558396	1.52858107226486	0.93601657744646	1	Not regulated
ENSMUSG00000090862.3	OTTMUSG00000058788.1	Rps13	-0.055710196722412	-0.0557117428738252	7.16133110607916	0.999304513107243	1	Not regulated
ENSMUSG00000108738.1	OTTMUSG00000058789.1	Gm44777	0.100296317125189	0.1004255764901	1.27428792496609	0.960595109326681	1	Not regulated
ENSMUSG00000030660.9	OTTMUSG00000058790.2	Pik3c2a	0.118516195628665	0.118540947480612	4.73505772192215	0.917949483018931	1	Not regulated
ENSMUSG00000108461.1	OTTMUSG00000058795.1	AV356131	0.161935271374159	0.162448056891497	0.984472983607745	0.978567893044561	1	Not regulated
ENSMUSG00000030659.14	OTTMUSG00000043201.2	Nucb2	0.0781244415575123	0.0781469264532161	3.70506227483075	0.99376757419719	1	Not regulated
ENSMUSG00000008683.16	OTTMUSG00000023996.3	Rps15a	-0.071051194643297	-0.0710548510082634	6.4508813240645	0.993788010899702	1	Not regulated
ENSMUSG00000030654.9	OTTMUSG00000057156.2	Arl6ip1	0.0281700024564204	0.0281710289020644	7.35621456448852	0.999998221161301	1	Not regulated
ENSMUSG00000030655.15	OTTMUSG00000042422.4	Smg1	-0.0204198567472207	-0.0204201548717582	8.10312283276107	0.990202859474434	1	Not regulated
ENSMUSG00000055159.7	OTTMUSG00000058991.1	4930583K01Rik	0.0310077541177479	0.0311452193040237	-0.367938945954375	0.956132708376655	1	Not regulated
ENSMUSG00000108856.1	OTTMUSG00000058992.1	Gm35309	0.0960735530269636	0.0962910561682085	0.722835327526948	0.886418523347157	1	Not regulated
ENSMUSG00000058420.8	OTTMUSG00000057261.3	Syt17	0.860599973666219	0.863079589979306	0.626268120712244	0.044979827831484	0.964519247885243	Up-regulated
ENSMUSG00000030652.11	OTTMUSG00000025111.2	Coq7	0.150464414058342	0.150581597389053	2.49090599030731	0.989986776777808	1	Not regulated
ENSMUSG00000042246.5	OTTMUSG00000031283.2	Tmc7	0.17159687840774	0.17159983377247	7.62131138925982	0.875308386731885	1	Not regulated
ENSMUSG00000109284.1	OTTMUSG00000058999.1	B230311B06Rik	0.0387056985778244	0.0388002330520049	0.665637453701446	0.95466001536883	1	Not regulated
ENSMUSG00000030650.18	OTTMUSG00000030889.4	Tmc5	0.193186456290296	0.193192944347272	6.67718247615347	0.904125189140243	1	Not regulated
ENSMUSG00000033917.15	OTTMUSG00000023306.6	Gde1	0.117884494202085	0.117887991089497	6.93981188438054	0.999991737387886	1	Not regulated
ENSMUSG00000033904.16	OTTMUSG00000026093.2	Ccp110	-0.017009413703418	-0.0170098369821234	8.31761297850954	0.995066229129618	1	Not regulated
ENSMUSG00000030982.19	OTTMUSG00000025727.5	Vsp35l	-0.144045646142697	-0.144071385499033	4.65561776667899	0.999637835788796	1	Not regulated
ENSMUSG00000108979.1	OTTMUSG00000059031.1	1700016B15Rik	-0.215465786611458	-0.215701410745629	1.70279267233822	0.949246664597368	1	Not regulated
ENSMUSG00000030980.17	OTTMUSG00000025702.3	Knop1	0.12955176182841	0.129554661042733	7.33442990947407	0.999801191152984	1	Not regulated
ENSMUSG00000073856.11	OTTMUSG00000025725.2	Iqck	0.0143319739042954	0.0143333499127138	5.34798311510158	0.999999985903689	1	Not regulated
ENSMUSG00000008734.9	OTTMUSG00000059047.1	Gprc5b	0.309549522151511	0.309805172706877	1.79509743720422	0.756817699354784	1	Not regulated
ENSMUSG00000030968.3	OTTMUSG00000043386.2	Pdilt	0.296420782658323	0.296429005144404	6.95035671047373	0.742250359051751	1	Not regulated
ENSMUSG00000098014.1	OTTMUSG00000043388.1	Gm26967	0.378464457469596	0.379753802602179	0.21916356431405	0.507478707680707	1	Not regulated
ENSMUSG00000030942.8	OTTMUSG00000059138.1	Thumpd1	0.0141175370948065	0.0141200059609516	4.66825184329435	0.999203123977782	1	Not regulated
ENSMUSG00000100153.2	OTTMUSG00000022793.2	Ppp1ccb	0.120412393256219	0.120457353491319	3.38027880199989	0.9649605121384	1	Not regulated
ENSMUSG00000030929.17	OTTMUSG00000025656.2	Eri2	0.127098788594287	0.127130786730758	3.76033173932615	0.995036915377164	1	Not regulated
ENSMUSG00000030924.16	OTTMUSG00000025657.5	Rexo5	-0.168987723978179	-0.168990773240008	7.64255865317133	0.999647826204485	1	Not regulated
ENSMUSG00000048787.13	OTTMUSG00000025619.3	Dcun1d3	0.00372899358837378	0.00372927862209611	5.23448499714508	0.999954085419469	1	Not regulated
ENSMUSG00000030922.12	OTTMUSG00000025610.3	Lyrm1	-0.102730947948743	-0.102738725889048	5.67334265430078	0.999886925890313	1	Not regulated
ENSMUSG00000052273.4	OTTMUSG00000059177.4	Dnah3	0.148524193909128	0.148526669372526	7.57277210339509	0.81041329956952	1	Not regulated
ENSMUSG00000109445.1	OTTMUSG00000059178.1	4930560O18Rik	0.753128602605812	0.753286359472272	3.80670761643562	0.0215072524288065	0.606576223770829	Up-regulated
ENSMUSG00000030917.13	OTTMUSG00000027377.2	Tmem159	0.698079857280697	0.699044781577074	1.9325363521883	0.157874722563537	1	Not regulated
ENSMUSG00000030909.6	OTTMUSG00000017197.2	Anks4b	-0.352378826615415	-0.352677805522063	2.13107792381402	0.560382521536408	1	Not regulated
ENSMUSG00000062017.15	OTTMUSG00000022558.2	Abca14	-0.34544675613654	-0.345452222636891	7.82506973692164	0.828722602863717	1	Not regulated
ENSMUSG00000054746.18	OTTMUSG00000029806.2	Abca15	-0.345816018213435	-0.345828199536883	6.67160358485637	0.932002800934153	1	Not regulated
ENSMUSG00000051900.12	OTTMUSG00000029808.1	Abca16	-0.28331288033416	-0.283318465038342	7.59847494884687	0.993664095440008	1	Not regulated
ENSMUSG00000109578.1	OTTMUSG00000059279.1	Gm16475	-0.183078412606654	-0.183123902582758	3.84817694381273	0.974505974552328	1	Not regulated
ENSMUSG00000109113.1	OTTMUSG00000059271.1	Gm32916	-0.233066731708756	-0.233104658628443	4.48811387615982	0.925316019043789	1	Not regulated
ENSMUSG00000044141.8	OTTMUSG00000033703.1	E130201H02Rik	-0.256899462703662	-0.258050744321886	-0.0395242026369682	0.868300893316712	1	Not regulated
ENSMUSG00000030884.12	OTTMUSG00000025574.2	Uqcrc2	-0.0907654053338377	-0.0907705093074183	6.53732963818643	0.999871096288085	1	Not regulated
ENSMUSG00000030887.4	OTTMUSG00000025575.2	Pdzd9	-0.249110189741498	-0.249113126247691	8.16184749478502	0.941547287586593	1	Not regulated
